시설명,분점명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,블로그 주소,페이스북 주소,인스타 주소,휴무일,운영시간,무료주차 가능여부,유료주차 가능여부,입장료 유무 여부,입장 가능 나이,가족 화장실 보유 여부,수유실 보유 여부,유모차 대여 여부,키즈존 여부,최종작성일
평강성서유물박물관,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,구로구,오류동,,150-15 번지,오류로8라길,44 번,37.49195522,126.8440613,08344,서울특별시 구로구 오류로8라길 44,서울특별시 구로구 오류동 150-15,02-2686-9496,http://www.apm.or.kr/,정보없음,정보없음,정보없음,월요일,"10:00~17:00, 일요일 13:00~17:00",Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
평대해수욕장,,문화관광/명소,관광지,해수욕장,제주특별자치도,제주시,구좌읍,평대리,,,,33.51836107,126.8347437,,,제주특별자치도 제주시 구좌읍 평대리,,정보없음,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
평동전통떡마을,,문화관광/명소,관광지,유명관광지,충청북도,청주시 흥덕구,평동,,44 번지,평동로143번길,24 번,36.65854749,127.4148927,28355,충청북도 청주시 흥덕구 평동로143번길 24,충청북도 청주시 흥덕구 평동 44,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
평리산대추마을체험관,,전시/공연,전시/기념관,기타전시/박물관,경상남도,밀양시,단장면,고례리,975-4 번지,고례4길,44745 번,35.49942766,128.9268666,50418,경상남도 밀양시 단장면 고례4길 7-3,경상남도 밀양시 단장면 고례리 975-4,055-353-5244,http://sandaechu.invil.org/,정보없음,정보없음,정보없음,연중무휴,09:00~18:00,N,N,Y,연령제한없음,N,N,N,Y,2022-10-31
평사리문학관,,전시/공연,전시/기념관,기타전시/박물관,경상남도,하동군,악양면,평사리,497 번지,평사리길,76-23 번,35.15628913,127.6875791,52307,경상남도 하동군 악양면 평사리길 76-23,경상남도 하동군 악양면 평사리 497,055-880-2381,http://cafe.daum.net/noveltoji/,정보없음,정보없음,정보없음,연중무휴(전화문의),"하절기 09:00~18:00, 동절기 09:00~17:00",Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
평생문화센터,아산지부,전시/공연,영화/연극/공연,공연/연극/문화센터,충청남도,아산시,배방읍,공수리,87-9 번지,모산로,147 번,36.77517009,127.0590043,31482,충청남도 아산시 배방읍 모산로 147,충청남도 아산시 배방읍 공수리 87-9,,정보없음,https://blog.naver.com/eunyeong12,정보없음,정보없음,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
평생학습문화센터공연장,,전시/공연,영화/연극/공연,공연/연극/문화센터,광주광역시,북구,중흥동,,361-10 번지,향토문화로,65 번,35.17285434,126.9136518,61207,광주광역시 북구 향토문화로 65,광주광역시 북구 중흥동 361-10,062-527-7701,https://bukgu.gwangju.kr/index.es?sid=b8,정보없음,https://www.facebook.com/people/%EA%B4%91%EC%A3%BC%EB%B6%81%ED%8F%89/100078287053089/,https://www.instagram.com/bukpyeong_edu/?utm_medium=copy_link,"공휴일, 일요일",09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
평창강유원지,,문화관광/명소,관광지,일반유원지/일반놀이공원,강원도,평창군,평창읍,후평리,347-1 번지,,,37.37400303,128.3942267,25374,,강원도 평창군 평창읍 후평리 347-1,033-330-2000,정보없음,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
평창공예전시체험관아트앤700,,전시/공연,전시/기념관,기타전시/박물관,강원도,평창군,진부면,상진부리,1306-3 번지,경강로,3803 번,37.65121466,128.5705148,25327,강원도 평창군 진부면 경강로 3803,강원도 평창군 진부면 상진부리 1306-3,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
평창남산산림욕장,,문화관광/명소,관광지,휴양림/수목원,강원도,평창군,평창읍,상리,산48-1 번지,,,37.3631757,128.3976925,25371,,강원도 평창군 평창읍 상리 산 48-1,033-330-2000,정보없음,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
평창무이예술관,,전시/공연,전시/기념관,기타전시/박물관,강원도,평창군,봉평면,무이리,58 번지,사리평길,233 번,37.61527565,128.3487846,25305,강원도 평창군 봉평면 사리평길 233,강원도 평창군 봉평면 무이리 58,033-335-4118,정보없음,정보없음,정보없음,정보없음,월요일,10:00~21:00,Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
평창문화예술회관,,전시/공연,영화/연극/공연,공연/연극/문화센터,강원도,평창군,평창읍,종부리,596-4 번지,문화예술길,51 번,37.36156459,128.3909698,25377,강원도 평창군 평창읍 문화예술길 51,강원도 평창군 평창읍 종부리 596-4,033-330-2796,http://www.pycc.or.kr/,정보없음,정보없음,정보없음,"주말, 공휴일",09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
평창송어종합공연체험장,,전시/공연,전시/기념관,기타전시/박물관,강원도,평창군,진부면,하진부리,1289-46 번지,경강로,3554 번,37.63212105,128.5564917,25332,강원도 평창군 진부면 경강로 3554,강원도 평창군 진부면 하진부리 1289-46,033-330-2796,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
평창아트,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,종로구,평창동,,462-2 번지,평창30길,31 번,37.61271633,126.9749174,03004,서울특별시 종로구 평창30길 31,서울특별시 종로구 평창동 462-2,02-3216-0034,정보없음,정보없음,정보없음,정보없음,연중무휴,10:00~18:00,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
평창예술인마을,,문화관광/명소,관광지,N,강원도,평창군,평창읍,주진리,179-8 번지,,,37.39659527,128.4212273,25369,,강원도 평창군 평창읍 주진리 179-8,033-330-2000,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
평창올림픽기념관,,전시/공연,전시/기념관,대형기념관/묘역,강원도,평창군,대관령면,횡계리,725 번지,올림픽로,220 번,37.66685267,128.7067301,25347,강원도 평창군 대관령면 올림픽로 220,강원도 평창군 대관령면 횡계리 725,033-330-5280,https://pom2018.org/,정보없음,정보없음,정보없음,"월요일, 1월 1일, 명절 당일","[11~2월] 10:00~18:00, [3~10월] 10:00~19:00",Y,N,N,연령제한없음,N,Y,N,Y,2022-10-31
평창자연휴양림,,문화관광/명소,관광지,휴양림/수목원,강원도,평창군,봉평면,무이리,958-3 번지,팔송로,285 번,37.60953852,128.3035223,25305,강원도 평창군 봉평면 팔송로 285,강원도 평창군 봉평면 무이리 958-3,033-339-9028,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030003,정보없음,정보없음,정보없음,주말,09:00~18:00,Y,Y,Y,연령제한없음,N,N,N,Y,2022-10-31
평창전통민속상설공연장,,전시/공연,영화/연극/공연,공연/연극/문화센터,강원도,평창군,용평면,장평리,380-2 번지,갈정지길,7 번,37.58939405,128.4160247,25315,강원도 평창군 용평면 갈정지길 7,강원도 평창군 용평면 장평리 380-2,033-330-2303,http://pc.go.kr/portal/intro/intro-countyoffice/intro-countyoffice-facilities/intro-countyoffice-facilities-culture/tradition,정보없음,정보없음,정보없음,"야간, 토요일, 공휴일은 사용신청에 따라 개관",09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
평천요,,전시/공연,영화/연극/공연,N,경상북도,문경시,문경읍,평천리,749-3 번지,평천길,388-25 번,36.7916421,128.1188788,36913,경상북도 문경시 문경읍 평천길 388-25,경상북도 문경시 문경읍 평천리 749-3,,정보없음,정보없음,정보없음,정보없음,연중무휴,09:00~18:00,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
평촌아트홀,,전시/공연,전시/기념관,기타전시/박물관,경기도,안양시 동안구,호계동,,1112 번지,평촌대로,76 번,37.37998052,126.9640318,14105,경기도 안양시 동안구 평촌대로 76,경기도 안양시 동안구 호계동 1112,031-687-0555,https://www.ayac.or.kr/base/main/view,정보없음,정보없음,정보없음,공연 및 대관에 따라 상이,09:00~22:00,N,Y,N,만 7세 이상,Y,Y,N,Y,2022-10-31
평택곤충과사람들,,문화관광/명소,관광지,N,경기도,평택시,지산동,,567-2 번지,,,37.07882435,127.0702009,17728,,경기도 평택시 지산동 567-2,031-611-2430,https://ptbugsandpeople.modoo.at/,정보없음,정보없음,정보없음,월요일,예약제,Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
평택남부문예회관,,전시/공연,영화/연극/공연,공연/연극/문화센터,경기도,평택시,비전동,,847 번지,중앙로,277 번,36.99113416,127.1140857,17901,경기도 평택시 중앙로 277,경기도 평택시 비전동 847,031-8024-5410,https://www.pyeongtaek.go.kr/alrimi/contents.do?mId=0203000000,정보없음,정보없음,정보없음,정보없음,정보없음,Y,Y,N,연령제한없음,N,N,N,Y,2022-10-31
평택농업박물관,,전시/공연,전시/기념관,기타전시/박물관,경기도,평택시,오성면,숙성리,95-3 번지,청오로,33-58 번,37.01460507,126.9811593,17819,경기도 평택시 오성면 청오로 33-58,경기도 평택시 오성면 숙성리 95-3,031-8024-4573,https://agri.pyeongtaek.go.kr/www/m/fuyr/famu/05/03,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
평택대학교100주년기념탑전시관,,전시/공연,전시/기념관,기타전시/박물관,경기도,평택시,용이동,,605 번지,서동대로,3825 번,36.99463923,127.1339685,17869,경기도 평택시 서동대로 3825,경기도 평택시 용이동 605,031-659-8114,https://www.ptu.ac.kr/www/index.do,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
평택덕목리성지,,문화관광/명소,명승지,성/성터,경기도,평택시,현덕면,덕목리,647-1 번지,,,36.94970308,126.9538743,17969,,경기도 평택시 현덕면 덕목리 647-1,031-8024-3249,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,Y,N,연령제한없음,N,N,N,Y,2022-10-31
평택딸기농장,,문화관광/명소,관광지,N,경기도,평택시,청북읍,토진리,170-4 번지,,,37.04010629,126.9526567,17797,,경기도 평택시 청북읍 토진리 170-4,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
평택무성산성지,,문화관광/명소,명승지,성/성터,경기도,평택시,청북읍,옥길리,산17-8 번지,,,37.02900119,126.9235565,17801,,경기도 평택시 청북읍 옥길리 산 17-8,031-8024-3249,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,Y,N,연령제한없음,N,N,N,Y,2022-10-31
평택북부문예회관,,전시/공연,영화/연극/공연,공연/연극/문화센터,경기도,평택시,서정동,,800 번지,경기대로,1366 번,37.06581156,127.0650909,17730,경기도 평택시 경기도대로 1366,경기도 평택시 서정동 800,031-8053-3570,https://www.pccf.or.kr/main.do,https://blog.naver.com/pccf_2020,https://www.facebook.com/pccfart/,정보없음,정보없음,정보없음,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
평택시자연테마식물원,,문화관광/명소,관광지,식물원,경기도,평택시,오성면,숙성리,95-3 번지,청오로,33-58 번,37.01460507,126.9811593,17819,경기도 평택시 오성면 청오로 33-58,경기도 평택시 오성면 숙성리 95-3,,정보없음,정보없음,정보없음,정보없음,연중무휴,"[3~10월] 09:30~18:00, [11~2월] 09:30~17:00",Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
평택용성리성지,,문화관광/명소,명승지,성/성터,경기도,평택시,안중읍,용성리,455 번지,,,37.01048679,126.9427268,17817,,경기도 평택시 안중읍 용성리 455,031-8024-3249,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,Y,N,연령제한없음,N,N,N,Y,2022-10-31
평택자미산성지,,문화관광/명소,명승지,성/성터,경기도,평택시,안중읍,용성리,산68 번지,,,37.01818869,126.9308932,17817,,경기도 평택시 안중읍 용성리 산 68,031-8024-3249,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,Y,N,연령제한없음,N,N,N,Y,2022-10-31
평택호관광지,,문화관광/명소,관광지,유명관광지,경기도,평택시,현덕면,권관리,산109-46 번지,,,36.91609421,126.9090267,17948,,경기도 평택시 현덕면 권관리 산 109-46,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
평택호예술관,,전시/공연,영화/연극/공연,공연/연극/문화센터,경기도,평택시,현덕면,권관리,309-1 번지,평택호길,167 번,36.9224838,126.9235049,17972,경기도 평택시 현덕면 평택호길 167,경기도 평택시 현덕면 권관리 309-1,031-8024-8685,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
평화문화진지,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,도봉구,도봉동,,8 번지,마들로,932 번,37.69078014,127.0468126,01318,서울특별시 도봉구 마들로 932,서울특별시 도봉구 도봉동 8,02-3494-1970,http://culturebunker.or.kr,정보없음,https://www.facebook.com/ARTCultureBunker,정보없음,월요일,10:00~18:00,Y,Y,N,연령제한없음,N,N,N,Y,2022-10-31
평화비소녀상,,문화관광/명소,관광지,일반유원지/일반놀이공원,서울특별시,종로구,수송동,,83-1 번지,율곡로2길,19 번,37.57447326,126.9810948,03143,서울특별시 종로구 율곡로2길 19,서울특별시 종로구 수송동 83-1,02-365-4016,https://womenandwar.net/kr/peace-statue/,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,N,Y,N,연령제한없음,N,N,N,Y,2022-10-31
평화예술의전당(2025년9월예정),,전시/공연,영화/연극/공연,대형예술센터,경기도,평택시,고덕동,,산510-293 번지,,,37.0392249,127.033788,18002,,경기도 평택시 고덕동 산510-293,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,문의,N,N,N,N,2022-10-31
평화의댐물문화관,,전시/공연,전시/기념관,기타전시/박물관,강원도,화천군,화천읍,동촌리,2921 번지,평화로,3481-18 번,38.21285867,127.8460619,24110,강원도 화천군 화천읍 평화로 3481-18,강원도 화천군 화천읍 동촌리 2921,033-480-1528,정보없음,정보없음,정보없음,정보없음,월요일,10:00~17:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
평화테마파크(2023년7월예정),,문화관광/명소,관광지,테마공원/대형놀이공원,경상북도,영천시,화북면,횡계리,683 번지,,,36.11503411,128.9395823,38813,,경상북도 영천시 화북면 횡계리 683,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,문의,N,N,N,N,2022-10-31
평화통일교육전시관,,전시/공연,전시/기념관,기타전시/박물관,경기도,고양시 일산동구,장항동,,906 번지,호수로,595 번,37.65363885,126.7688141,10400,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 장항동 906,031-901-1560,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,Y,N,연령제한없음,N,Y,N,Y,2022-10-31
포네티브스페이스,,전시/공연,전시/기념관,기타전시/박물관,경기도,파주시,탄현면,법흥리,1652-345 번지,헤이리마을길,34 번,37.78711289,126.6970403,10859,경기도 파주시 탄현면 헤이리마을길 34,경기도 파주시 탄현면 법흥리 1652-345,031-949-8056,ponetive space,정보없음,정보없음,정보없음,"월요일, 화요일",11:00~18:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
포니정홀,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,강남구,삼성동,,160 번지,영동대로,520 번,37.51364005,127.0611371,06170,서울특별시 강남구 영동대로 520,서울특별시 강남구 삼성동 160,02-2008-8814,https://ponychunghall.modoo.at/?link=c9pu76j6,정보없음,정보없음,정보없음,공연별 상이,06:00~24:00,N,Y,Y,공연별 상이,N,N,N,Y,2022-10-31
